job_title,skill,demand
Data Engineer (AWS),AWS,2
Data Engineer (AWS/Azure),AWS,2
Data Engineer (AWS/Azure),Azure,2
Data Engineer (Azure + Snowflake),Azure,2
Data Engineer (Azure Data Factory / Fabric),Azure,1
Data Engineer (Azure | Databricks) + AI Engineering Exposure,Azure,1
Data Engineer (Azure),Azure,1
Data Engineer (Core Java and SQL),Java,1
Data Engineer (Core Java and SQL),SQL,1
"Data Engineer (DBT, Snowflake, Python)",Python,1
Data Engineer (Databricks),Azure,2
Data Engineer (Databricks) - Noida - 5th May - Virtual Interview,SQL,1
Data Engineer (Databricks) - Noida - 5th May - Virtual Interview,Spark,1
"Data Engineer (ETL ,Python, SQL,PowerBI)",Python,1
"Data Engineer (ETL ,Python, SQL,PowerBI)",SQL,1
Data Engineer (GCP + Big Data),GCP,1
Data Engineer (GCP / Azure),Azure,1
Data Engineer (GCP / Azure),GCP,1
Data Engineer (GCP),GCP,2
Data Engineer (Immediate Joiner),AWS,1
Data Engineer (Kafka+ Python),Python,2
Data Engineer (Microsoft Fabric & Azure),Azure,2
Data Engineer (OMOP CDM),Spark,1
Data Engineer (PostgreSQL + GKE + Python),Python,1
Data Engineer (PySpark + AWS),AWS,1
Data Engineer (PySpark),SQL,1
"Data Engineer (PySpark, BigQuery, ETL Pipelines, GCP Data Plex (includ",GCP,2
"Data Engineer (PySpark, BigQuery, ETL Pipelines, GCP Data Plex (includ",Spark,2
Data Engineer (Python & PySpark),Python,1
Data Engineer (Python & PySpark),Spark,1
Data Engineer (Python and SQL),Python,1
Data Engineer (Python and SQL),SQL,1
Data Engineer (Python+ETL),Python,1
"Data Engineer (Python, PySpark, Snowflake, Databricks)",Python,1
"Data Engineer (Python, Snowflake, AWS & DBT)",AWS,1
"Data Engineer (Python, Snowflake, AWS & DBT)",Azure,1
"Data Engineer (Python, Snowflake, AWS & DBT)",GCP,1
"Data Engineer (Python, Snowflake, AWS & DBT)",Python,1
Data Engineer (Sacala+Spark)- Contractual Role,Spark,1
Data Engineer (Spark & Scala),Hadoop,2
Data Engineer (Spark & Scala),Spark,2
Data Engineer (with Java/Python),Java,1
Data Engineer (with Java/Python),Python,1
Data Engineer + AI,Spark,1
"Data Engineer - ( Snowflake, AWS, Python)",AWS,1
"Data Engineer - ( Snowflake, AWS, Python)",Python,1
Data Engineer - 10th April - Virtual Interview - Pan India,Spark,1
Data Engineer - 14th Feb (Saturday) - Virtual Interview,SQL,1
Data Engineer - 14th Feb (Saturday) - Virtual Interview,Spark,1
Data Engineer - 5+ years,Spark,1
Data Engineer - AWS,AWS,2
Data Engineer - AWS - Kolkata - 11 Jun (Thura) - Virtual Interview,AWS,1
Data Engineer - AWS - Kolkata - 11 Jun (Thura) - Virtual Interview,Spark,1
"Data Engineer - AWS Glue, Pyspark / Chennai / Bengaluru",AWS,1
Data Engineer - Assistant Manager,Azure,2
Data Engineer - Azure,Azure,1
Data Engineer - Azure Data and AI,Azure,1
Data Engineer - Azure Databricks,Azure,3
Data Engineer - Azure+Databricks,Azure,1
"Data Engineer - Data bricks, AWS,Redshift, Data Governance - 7th",AWS,1
"Data Engineer - Data bricks, AWS,Redshift, Data Governance - 7th",Spark,1
Data Engineer - Databricks & Azure - 3 To 5Years - Ban/Pun/NCR,Azure,2
Data Engineer - Databricks - Virtual Interview- 2 June (Tues) - Noida,AWS,1
Data Engineer - Databricks - Virtual Interview- 2 June (Tues) - Noida,Azure,1
Data Engineer - Databricks - Virtual Interview- 2 June (Tues) - Noida,GCP,1
Data Engineer - Databricks - Virtual Interview- 2 June (Tues) - Noida,Spark,1
"Data Engineer - ETL,AWS",AWS,5
Data Engineer - GCP & Big Query,GCP,2
Data Engineer - GCP & Big Query(5-10yrs)-@Infosys,GCP,8
Data Engineer - GCP & Big Query-@Infosys,GCP,6
Data Engineer - IBM Datastage,AWS,1
"Data Engineer - Integration, Data processing",Spark,2
Data Engineer - Limestone,Hadoop,1
Data Engineer - Limestone,Spark,1
Data Engineer - Only Immediate Joiner,AWS,1
Data Engineer - PySpark,AWS,1
Data Engineer - PySpark Developer,Spark,1
Data Engineer - Python,Python,3
Data Engineer - Python Backend,Python,1
"Data Engineer - Python Scripting, Snowflake - BLR",AWS,5
"Data Engineer - Python Scripting, Snowflake - BLR",Python,5
"Data Engineer - Python, Machine Learning,NLP, LLM, ML",Machine Learning,1
"Data Engineer - Python, Machine Learning,NLP, LLM, ML",Python,1
"Data Engineer - Python, PySpark, DBT",Python,2
"Data Engineer - Python, SQL, API",Python,3
"Data Engineer - Python, SQL, API",SQL,3
Data Engineer - Python-Pyspark,Python,1
Data Engineer - R01555151,SQL,1
Data Engineer - R01564868,Python,1
Data Engineer - R01564868,SQL,1
Data Engineer - SPARK,Spark,1
Data Engineer - SQL,SQL,1
Data Engineer - SSIS and Tableau,Tableau,5
Data Engineer - Snowflake+ Python + DBT + AIML,Python,1
Data Engineer - Spark,Java,1
Data Engineer - Spark,Spark,1
Data Engineer - Tableau,SQL,1
Data Engineer - Tableau,Tableau,1
Data Engineer -Azure Databricks,Azure,1
Data Engineer -Azure Modern Data Platform,Azure,1
Data Engineer -Python -BFSI Clients -Excel Models -4 Years -Mumbai,Excel,1
Data Engineer -Python -BFSI Clients -Excel Models -4 Years -Mumbai,Python,1
Data Engineer -Spark+ Scala_Cognizant,Spark,1
Data Engineer / Analytics (Azure + SQL + Python),Azure,1
Data Engineer / Analytics (Azure + SQL + Python),Python,1
Data Engineer / Analytics (Azure + SQL + Python),SQL,1
Data Engineer / Data Analyst / Python Developer,Python,1
"Data Engineer / Data Analyst | SQL, Power BI & Data Warehousing",Power BI,1
"Data Engineer / Data Analyst | SQL, Power BI & Data Warehousing",SQL,1
Data Engineer / ETL Developer,Hadoop,1
Data Engineer / ETL Developer,Python,1
Data Engineer / ETL Developer,SQL,1
Data Engineer / ETL Developer,Spark,1
Data Engineer / Senior Data Engineer,Spark,1
Data Engineer Analyst,AWS,1
Data Engineer Azure Big Data & Snowflake,Azure,1
Data Engineer Azure Big Data & Snowflake,Spark,1
Data Engineer Azure Stack,Azure,1
Data Engineer BLR,Python,1
Data Engineer Data Integration,SQL,1
Data Engineer Databricks & Lakehouse (Power BI Environment),Power BI,1
Data Engineer F2F only,SQL,1
Data Engineer GCP,GCP,2
Data Engineer GCP GOM,GCP,1
Data Engineer GCP GOM,Python,1
Data Engineer GCP GOM,Spark,1
Data Engineer II,AWS,1
Data Engineer II-2 (ETL/SQL),SQL,1
Data Engineer II-3(ETL/SQL),SQL,1
Data Engineer IND,Spark,1
Data Engineer Java & Spar,Java,1
Data Engineer Java & Spark,Java,1
Data Engineer Java & Spark,Spark,1
Data Engineer Job @ Applied Materials - Bangalore,Python,1
Data Engineer Job @ Applied Materials - Bangalore,SQL,1
Data Engineer Lead,AWS,1
Data Engineer Lead,Azure,1
Data Engineer Lead,GCP,1
Data Engineer Lead,Python,1
Data Engineer MS Fabric,Python,1
Data Engineer MS Fabric,SQL,1
Data Engineer Machine Learning (GCP / AI-ML),GCP,1
Data Engineer Machine Learning (GCP / AI-ML),Machine Learning,1
Data Engineer Manager - For a Large General Insurance Org - Thane,Python,1
Data Engineer Power BI Developer,Power BI,4
Data Engineer Power BI Developer,SQL,4
Data Engineer Python,Python,3
Data Engineer Python + SQL,Python,1
Data Engineer Python + SQL,SQL,1
Data Engineer Python + SQL with DBT (data build tool),Python,1
Data Engineer Python + SQL with DBT (data build tool),SQL,1
Data Engineer Python Spark,Azure,2
Data Engineer Python Spark,Python,2
Data Engineer Python Spark,SQL,2
Data Engineer Python Spark,Spark,2
"Data Engineer Python, SQL CHN",Python,1
"Data Engineer Python, SQL CHN",SQL,1
Data Engineer SAS,AWS,2
Data Engineer SAS,Python,2
Data Engineer Scala Spark,Spark,1
Data Engineer Snowflake AWS,AWS,2
Data Engineer With AWS,AWS,1
Data Engineer and SQL,Git,1
Data Engineer and SQL,SQL,1
Data Engineer required in Chennai | Immediate Joiner,GCP,1
Data Engineer required in Chennai | Immediate Joiner,Python,1
Data Engineer required in Chennai | Immediate Joiner,SQL,1
Data Engineer with Analytics - US SHift - Work from Office,GCP,1
"Data Engineer with Data bricks, python and spark",Python,1
"Data Engineer with Data bricks, python and spark",Spark,1
Data Engineer with GCP,GCP,6
Data Engineer with Power BI,Power BI,1
Data Engineer | Anicca Data,AWS,1
Data Engineer | Infosys,Azure,5
Data Engineer | Infosys,SQL,5
"Data Engineer | Python, PySpark, Cloud Data Platforms",Python,1
Data Engineer( Interview mode will Be F2F For this Saturday/6th Jun),Azure,1
Data Engineer(5-10yrs) - GCP & Big Query-@Infosys,GCP,1
"Data Engineer(Data bricks, AWS,Redshift - 5th June - Virtual Interview",AWS,1
"Data Engineer(Data bricks, AWS,Redshift - 5th June - Virtual Interview",Spark,1
Data Engineer(Databricks) - 5 - 10years - Bangalore - Hybrid,Azure,1
Data Engineer(Databricks) - 5 - 10years - Bangalore - Hybrid,Python,1
"Data Engineer(Python, AI/ML) AI based Product Co in Pune- Hybrid",Python,1
"Data Engineer(Snowflake/ SQL, Python, DWH concepts",Excel,1
"Data Engineer(Snowflake/ SQL, Python, DWH concepts",Python,1
"Data Engineer(Snowflake/ SQL, Python, DWH concepts",SQL,1
"Data Engineer(Snowflake/ SQL, Python, DWH concepts , Data Modelling",Python,1
"Data Engineer(Snowflake/ SQL, Python, DWH concepts , Data Modelling",SQL,1
"Data Engineer(Snowflake/ SQL, Python, DWH(including Data Modelling)",Excel,1
"Data Engineer(Snowflake/ SQL, Python, DWH(including Data Modelling)",Python,1
"Data Engineer(Snowflake/ SQL, Python, DWH(including Data Modelling)",SQL,1
"Data Engineer,",AWS,2
"Data Engineer, EDM IV",AWS,1
"Data Engineer, Python, Cloud - Flipkart - Developer & Lead",Python,1
Data Engineer- 4,Azure,1
Data Engineer- Azure,Azure,1
"Data Engineer- Azure, Data Bricks",Azure,1
Data Engineer- Bigdata,Hadoop,1
Data Engineer- Bigdata,Spark,1
Data Engineer- Databricks + Azure Data Factory + Python,Azure,1
Data Engineer- Databricks + Azure Data Factory + Python,Python,1
Data Engineer-(Python+Sql),Python,1
Data Engineer-(Python+Sql),SQL,1
Data Engineer-Azure Databricks,Azure,1
Data Engineer-Data Platforms-AWS,AWS,3
Data Engineer-Data Platforms-Azure,Azure,3
Data Engineer-GCP,GCP,1
"Data Engineer-GCP, PySpark, ETL, BigData/Warehousing, SQL,python",GCP,1
"Data Engineer-GCP, PySpark, ETL, BigData/Warehousing, SQL,python",Python,1
"Data Engineer-GCP, PySpark, ETL, BigData/Warehousing, SQL,python",SQL,1
Data Engineer-GCP-PySpark-ETL,GCP,1
Data Engineer-GCP-PySpark-ETL,SQL,1
Data Engineer-Immediate Joiner,AWS,1
Data Engineer-Machine Learning,Machine Learning,1
Data Engineer/ BigData Engineer,AWS,2
Data Engineer/ BigData Engineer,Spark,2
Data Engineer/Python Developer,Python,1
Data Engineer/Senior Data Engineer- Azure DigiOps,Azure,5
Data Engineering,GCP,1
Data Engineering,Python,1
Data Engineering,SQL,1
Data Engineering & Cloud Data Platforms,GCP,1
Data Engineering - Intern,Python,1
Data Engineering - NP Professional,AWS,1
Data Engineering Analyst,SQL,1
Data Engineering Consultant,Machine Learning,1
Data Engineering Consultant,SQL,1
Data Engineering Engineer III,GCP,1
Data Engineering Lead,AWS,1
Data Engineering Lead @ Noida,SQL,1
Data Engineering Lead AI & Analytics Platforms,Python,1
Data Engineering Lead AI & Analytics Platforms,SQL,1
Data Engineering Manager,AWS,2
Data Engineering Manager 2,Azure,1
Data Engineering Professional,Docker,1
Data Engineering Specialist,AWS,2
Data Entry Analyst/ Lead Generation Support,Excel,1
Data Governance Engineer - Senior,Java,1
Data Governance Engineer - Senior,Spark,1
Data Governance Specialist,Artificial Intelligence,1
Data Governance and Data Analyst,SQL,1
Data Integration Analyst,Azure,1
Data Intelligence Analyst,SQL,1
Data Lead Databricks & Power BI | Offshore,Power BI,1
Data Migration Consultant,SQL,1
Data Migration Engineer - (Qlik / SQL / dbt),SQL,1
Data Migration Pl SQL Professional,SQL,1
Data Migration Specialist,SQL,3
Data Migration lead,SQL,1
Data Modeler | Offshore,SQL,1
Data Modeling - Data Engineering- PAN India Opening,SQL,1
Data Modeller,AWS,3
Data Modeller,Azure,2
Data Modeller (6 locations),SQL,1
Data Officer- (Local Safety),Excel,1
Data Officer- (Local Safety),SQL,1
Data Operations Analyst,Machine Learning,5
Data Operations Engineer - Python,Python,1
Data Ops DQ Analyst,Excel,1
Data Platform Engineer,Spark,1
Data Platform Engineer:Pune(Microsoft Azure Databricks),Azure,1
Data Platform Engineering Lead,Python,1
Data Platform Senior Engineer(Azure Databricks Preferred),Azure,1
Data Program Manager,AWS,1
Data Quality Engineer (Databricks+PySpark),Azure,3
Data Quality Engineer (Python & SQL),Python,1
Data Quality Engineer (Python & SQL),SQL,1
Data Quality Engineer / Data Tester (Snowflake & SQL),SQL,1
Data Science & AI Lab Professional,Machine Learning,1
Data Science & AI Trainer,Artificial Intelligence,1
Data Science & AI Trainer,Machine Learning,2
Data Science & GenAI Developer (GCP + Gemini),GCP,1
Data Science & Machine Learning Engineer,Machine Learning,1
Data Science & Machine Learning Engineer,Python,1
Data Science & Machine Learning Intern,Machine Learning,1
Data Science - AI / ML Lead,Machine Learning,1
Data Science / Machine Learning Professional,Machine Learning,1
Data Science Analyst I,Power BI,1
Data Science Analyst I,Tableau,1
Data Science Consultant,Python,1
Data Science Engagement Lead,Machine Learning,1
Data Science Engineer,GCP,1
Data Science Engineer,Python,2
Data Science Engineer,SQL,1
"Data Science Manager, data scientist",Machine Learning,1
"Data Science Manager, data scientist",Python,1
"Data Science Manager, data scientist",SQL,1
Data Science and AI-ML Specialist,Machine Learning,1
Data Science and AI-ML Specialist,Python,1
Data Science and Machine Learning Internship,Machine Learning,1
Data Science and Machine Learning Senior Associate,Machine Learning,1
Data Science and Machine Learning Specialist,Machine Learning,1
Data Scientist,AWS,4
Data Scientist,Artificial Intelligence,2
Data Scientist,Azure,5
Data Scientist,Deep Learning,12
Data Scientist,Docker,3
Data Scientist,GCP,1
Data Scientist,Git,2
Data Scientist,Hadoop,1
Data Scientist,Java,1
Data Scientist,Kubernetes,2
Data Scientist,Machine Learning,37
Data Scientist,Power BI,6
Data Scientist,PyTorch,5
Data Scientist,Python,34
Data Scientist,SQL,15
Data Scientist,Spark,4
Data Scientist,Tableau,10
Data Scientist,TensorFlow,9
Data Scientist ( Machine Learning AI ),Machine Learning,1
Data Scientist (Computer Vision),Deep Learning,4
Data Scientist (Machine Learning / AI),Deep Learning,1
Data Scientist (Machine Learning / AI),Machine Learning,1
Data Scientist (Machine Learning),Machine Learning,3
Data Scientist (Python developer),Python,1
Data Scientist (Sql/Python/Pyspark/Tableau),Python,1
Data Scientist (Sql/Python/Pyspark/Tableau),SQL,1
Data Scientist (Sql/Python/Pyspark/Tableau),Tableau,1
Data Scientist (With Databricks),Azure,2
Data Scientist - 2,PyTorch,1
Data Scientist - 2,Python,1
Data Scientist - 2,TensorFlow,1
Data Scientist - AI/ML,Python,1
Data Scientist - APM,Machine Learning,1
Data Scientist - Chennai ( For a chemical manufacturing conglomerate),Python,1
Data Scientist - Data & Insights,GCP,1
Data Scientist - Deep Learning,Deep Learning,1
Data Scientist - Deep Learning,Machine Learning,1
Data Scientist - F2F discussion - Delhi,SQL,1
Data Scientist - FinBox,Excel,1
Data Scientist - FinBox,Python,1
Data Scientist - FinBox,SQL,1
Data Scientist - Gen AI Engineer - 5+ years - Bengaluru/Gurugram,Azure,1
Data Scientist - Gen AI Engineer - 5+ years - Bengaluru/Gurugram,Python,1
Data Scientist - GeoAI,Deep Learning,1
Data Scientist - II,Machine Learning,1
Data Scientist - Kolkata ( For a chemical manufacturing conglomerate),Python,1
Data Scientist - Machine Learning,Machine Learning,2
Data Scientist - Machine Learning,PyTorch,1
Data Scientist - Machine Learning,Python,1
Data Scientist / Advanced Analytics - Machine Learning,Machine Learning,1
Data Scientist / Advanced Analytics - Machine Learning,Python,1
"Data Scientist / Automation (Python, AcrPy, ArcEQuIS etc.)",Python,1
Data Scientist / Decision Scientist,Machine Learning,1
Data Scientist / Gen AI Engineer,Azure,1
"Data Scientist / ML Engineer (Signal Processing, Real-Time Models)",Machine Learning,1
Data Scientist / Machine Learning Engineer,Machine Learning,4
Data Scientist / Machine Learning Engineer Gen AI & LLM,AWS,1
Data Scientist / Machine Learning Engineer Gen AI & LLM,Azure,1
Data Scientist / Machine Learning Engineer Gen AI & LLM,GCP,1
Data Scientist / Machine Learning Engineer Gen AI & LLM,Machine Learning,1
Data Scientist 2 Positions,Excel,1
Data Scientist 2 Positions,SQL,1
Data Scientist 2 Positions,Tableau,1
Data Scientist 2-1,Spark,1
Data Scientist AIML,Python,3
Data Scientist AIML virtual 13th june D&A,Python,2
Data Scientist AWS Tech Stack,AWS,2
Data Scientist GenAI / Machine Learning,Machine Learning,1
Data Scientist I,Azure,1
Data Scientist I,Deep Learning,1
Data Scientist II,PyTorch,1
Data Scientist II,TensorFlow,1
Data Scientist Lead - AI/ML,Machine Learning,1
Data Scientist ML Engineer,AWS,1
Data Scientist ML Engineer,Azure,1
Data Scientist Professional,AWS,6
Data Scientist Professional,Python,6
Data Scientist Rag,Machine Learning,1
Data Scientist Senior Associate,Machine Learning,1
"Data Scientist Time Series, Statistical Modelling & Azure Data Bricks",Azure,8
Data Scientist or Data Engineering + ML,Machine Learning,1
"Data Scientist with Python ,AI/ML",Python,1
Data Scientist | Python | Machine Learning | Bangalore | 6-14 Years,Machine Learning,1
Data Scientist | Python | Machine Learning | Bangalore | 6-14 Years,Python,1
"Data Scientist(Generative AI, MLOps & AWS)",AWS,1
"Data Scientist(Generative AI, MLOps & AWS)",Python,1
"Data Scientist, AI Engineering",Python,1
Data Scientist- Gen Ai-- US MNC (analytics),Machine Learning,1
Data Scientist-Artificial Intelligence,Artificial Intelligence,6
Data Scientist-Artificial Intelligence,Machine Learning,1
Data Scientist-II,SQL,1
Data Scientist/ Machine Learning Engineer,Machine Learning,1
Data Scientist/Machine Learning Consultant,Machine Learning,1
Data Scientist/Machine Learning(AI) Engineer,Machine Learning,1
Data Scientist/Technical Analyst,Python,1
Data Scientists,Python,1
Data Security Engineer,AWS,1
Data Security Engineer,Azure,1
Data Security Engineer,GCP,1
Data Vault,Python,2
Data Visualization Analyst (Power BI & ServiceNow),Power BI,1
Data Warehouse Consultant,SQL,1
Data analyst and data Science trainer,Excel,1
Data analyst and data Science trainer,Power BI,1
Data analyst and data Science trainer,Python,1
Data analyst and data Science trainer,SQL,1
"Data and AI Business Analyst, Remote - 3 months",Excel,1
"Data and AI Business Analyst, Remote - 3 months",SQL,1
Data and integration consultant,Deep Learning,1
Data engineer,AWS,1
Data engineer,Azure,1
Data engineer,GCP,1
"Data engineer (Hadoop , Scala , Spark)",Hadoop,2
"Data engineer (Hadoop , Scala , Spark)",Spark,2
Data engineer - (AWS Glue + Python),AWS,1
Data engineer - (AWS Glue + Python),Python,1
Data engineer - (AWS+PySpark),AWS,3
Data engineer - Python & pyspark,Python,2
Data engineer- Spark scala,Spark,2
"Data engineering-Python , AWS-Walk-In",AWS,1
"Data engineering-Python , AWS-Walk-In",Python,1
Data scientist,Git,1
Data scientist,Machine Learning,2
Data scientist,SQL,1
Data scientist computer vision,Java,1
Data scientist computer vision,Python,1
Data-scientist - Machine Learning & AI,Machine Learning,3
Data-scientist - Machine Learning & AI,Python,3
Data/ML Engineer,PyTorch,1
Data/ML Engineer,Python,1
Data/ML Engineer,TensorFlow,1
DataOps Engineer,AWS,1
DataOps Engineer,Azure,1
Database Developer,Azure,1
Databricks & AWS Lead,AWS,1
Databricks & AWS Lead,Python,1
Databricks & AWS Lead,SQL,1
Databricks & AWS Lead,Spark,1
Databricks + IICS + AI - Senior Associate,Azure,1
Databricks - Senior Engineer,AWS,1
Databricks - Senior Engineer,SQL,1
Databricks - Senior Engineer,Spark,1
Databricks AWS Data Engineer,AWS,1
Databricks Data Engineer,Azure,1
Databricks Data Engineer - R01558782,SQL,1
Databricks Framework Engineer,Python,1
Databricks Framework Engineer,SQL,1
Databricks SQL Engineer (Pharma/Life Sciences background),SQL,3
Databricks Solution Architect,SQL,1
Databricks SparkSQL Scala Python Java professional,Azure,1
Databricks SparkSQL Scala Python Java professional,Java,1
Databricks SparkSQL Scala Python Java professional,Python,1
"Databricks, Data Engineer",AWS,2
"Databricks, Data Engineer",Azure,2
"Databricks, Data Engineer",GCP,2
"Databricks, Pyspark, azure-admin-@Infosys",Azure,5
Datamart & Talend Developer,Git,1
Decision Analyst,Python,1
Decision Analyst,SQL,1
Decision Analytics Data Engineer,SQL,1
"Deep Learning , Data Scientist",Deep Learning,1
Deep Learning / Machine Learning / Data Scientist Intern,Deep Learning,1
Deep Learning / Machine Learning / Data Scientist Intern,Machine Learning,1
Deep Learning Compiler Engineer,Deep Learning,1
Deep Learning Complier Engineer,Deep Learning,1
Deep Learning Engineer,Deep Learning,3
Deep Learning Engineer 3D Computer Vision & Reinforcement Learning,Deep Learning,1
Deep Learning Engineer Healthcare AI,Deep Learning,1
Deep Learning Engineer Healthcare AI,PyTorch,1
Deep Learning Engineer Healthcare AI,TensorFlow,1
Deep Learning Intern Healthcare AI,Deep Learning,1
Deep Learning Internship,Deep Learning,2
Deep Learning Machine Learning Engineer,Deep Learning,1
Deep Learning Machine Learning Engineer,Machine Learning,1
Deep learning Engineer,Deep Learning,1
Deputy Manager - Data Engineer II,AWS,1
Deputy Manager - Data Engineering,Power BI,1
Deputy Manager - Data Engineering,SQL,1
Deputy Manager / Assistant Manager - Data Engineer,Power BI,1
Deputy Manager / Assistant Manager - Data Engineer,SQL,1
DevOps Engineer,AWS,1
DevOps Engineer,Kubernetes,1
DevOps Engineer,Machine Learning,1
DevOps Engineer (Artificial Intelligence),Artificial Intelligence,1
"DevOps Engineer - Azure, Linux & Scripting",Azure,1
Developer,Java,1
Developer,SQL,1
Developer - Azure,Azure,1
Developer in AWS environment,AWS,1
Devops Engineer - AI/ML monitoring tools,Docker,1
Devops Engineer - AI/ML monitoring tools,Kubernetes,1
Digital : Python with FastAPI,Python,1
Digital Transformation Lead- AGM,Machine Learning,1
Director of Artificial Intelligence,Artificial Intelligence,1
"Director, Enterprise Architecture Assurance Engineering",AWS,1
"Director, Enterprise Architecture Assurance Engineering",Azure,1
Django (Python) Developers SDE II,Python,1
Dot NET Developer,SQL,1
Dot NET FULL STACK DEVELOPER,Azure,1
Dot NET FULL STACK DEVELOPER,SQL,1
Dot Net AWS Developer,AWS,1
Dot Net Azure Developer,Azure,1
Dot Net Core Sr. Developers,SQL,1
Dot Net Developer,Azure,2
Dot Net Developer,GCP,1
Dot Net Developer,SQL,1
Dot Net Developer - Python,Python,1
Dot Net Full Stack Developer,Azure,1
Dot Net Full Stack Developer,SQL,1
Dot Net Fullstack Developer-Pan India,Azure,1
Dotnet Developer with Angular,Git,1
EPAM Hiring - Data Quality Engineer,Tableau,1
ERP-Oracle Fusion AI Data Platform-OAC-SQL-Power NI-Sr Professional,SQL,1
ETL & Python Testing Professional,Git,1
ETL & Python Testing Professional,Python,1
ETL / Data Engineer,SQL,1
ETL Data Automation + Python Professional,Python,1
ETL Testing with Big data-Professional,Python,1
ETL/ Data Integration Consultant (PDI/Kettle),SQL,2
EY - GDS Consulting - AI And DATA - AWS Data Engineer - Manager,AWS,1
EY - GDS Consulting - AI And DATA - AWS Data Engineer - Senior,AWS,1
EY - GDS Consulting - AI and DATA - AWS Data Engineer - Manager,AWS,1
Early Career Faculty/Lecturer- IT & Artificial Intelligence,Artificial Intelligence,1
Elastic Search Developer with Python & JAVA,Java,1
Elastic Search Developer with Python & JAVA,Python,1
Embedded AI Data Scientist,Machine Learning,1
Embedded Developer (Python and C),Python,1
Embedded Python Developer,Python,3
Engineer,Hadoop,1
Engineer,Spark,1
Engineer (Bigdata+Java+GCP),GCP,1
Engineer (Bigdata+Java+GCP),Java,1
"Engineer (React / React JS, Python, GCP; ML/AI)",GCP,1
"Engineer (React / React JS, Python, GCP; ML/AI)",Machine Learning,1
"Engineer (React / React JS, Python, GCP; ML/AI)",Python,1
Engineer - Machine Learning,Machine Learning,1
Engineer II,GCP,1
Engineer II,Hadoop,1
Engineer II,SQL,1
Engineer II Data Engg & AI,Power BI,1
"Engineer II, Quality Engineering",AWS,1
Engineer III - App Engg & AI,SQL,1
"Engineer Lead , Artificial Intelligence / Machine Learning",Artificial Intelligence,1
"Engineer Lead , Artificial Intelligence / Machine Learning",Machine Learning,1
"Engineer Lead, Artificial Intelligence / Machine Learning",Artificial Intelligence,1
"Engineer Lead, Artificial Intelligence / Machine Learning",Machine Learning,1
"Engineer Lead, Artificial Intelligence / Machine Learning (GitHub",Artificial Intelligence,1
"Engineer Lead, Artificial Intelligence / Machine Learning (GitHub",Machine Learning,1
Engineer Senior Engineer Machine Learning AI Platform,Machine Learning,1
"Engineer(Big Data, GCP, AEM)",GCP,1
"Engineer(React / React JS, Python, GCP; ML/AI; )",GCP,1
"Engineer(React / React JS, Python, GCP; ML/AI; )",Machine Learning,1
"Engineer(React / React JS, Python, GCP; ML/AI; )",Python,1
"Engineer, Data Development (SSIS, SQL)",SQL,1
Engineering Manager,Kubernetes,1
"Engineering Manager, Machine Learning",Machine Learning,1
"Engineering Manager, Machine Learning, Translate",Machine Learning,1
Engineering Specialist - AI Engineer,Deep Learning,1
Engineering Specialist - AI Engineer,PyTorch,1
Engineering Specialist - AI Engineer,TensorFlow,1
"Engineers - AI/ML, Python | GeakMinds | Chennai",Python,1
Enterprise Architect/GCP Data Architect/MS Fabric Architect,GCP,2
"Enterprise Data Engineer | SQL, ETL, Cloud Platforms & Data Governance",AWS,1
"Enterprise Data Engineer | SQL, ETL, Cloud Platforms & Data Governance",Azure,1
"Enterprise Data Engineer | SQL, ETL, Cloud Platforms & Data Governance",SQL,1
"Enterprise Data Engineer-SQL, Python, Cloud Platforms & Data Migration",AWS,1
"Enterprise Data Engineer-SQL, Python, Cloud Platforms & Data Migration",Azure,1
"Enterprise Data Engineer-SQL, Python, Cloud Platforms & Data Migration",GCP,1
"Enterprise Data Engineer-SQL, Python, Cloud Platforms & Data Migration",Python,1
"Enterprise Data Engineer-SQL, Python, Cloud Platforms & Data Migration",SQL,1
Enterprise Data Integration Architect,Azure,1
"Enterprise Data Integration Lead | Informatica, SQL",AWS,1
"Enterprise Data Integration Lead | Informatica, SQL",Azure,1
"Enterprise Data Integration Lead | Informatica, SQL",GCP,1
"Enterprise Data Integration Lead | Informatica, SQL",SQL,1
Erp Business Analyst,SQL,1
Etl Test Engineer,SQL,2
Etl Testing Engineer,Python,1
Excel Data Analyst,Excel,1
Excellent Opportunity - Azure Senior Data Engineer- Pune/ Gurgaon,Azure,1
Exciting Opportunity GCP Data Engineer | Pune/Hyderabad,GCP,1
Exciting Opportunity GCP Data Engineer | Pune/Hyderabad,SQL,1
Executive,SQL,1
Executive Assistant cum Business Analyst To CEO - Bilaspur (Manesar),Excel,1
Experienced Software Engineer Java Python Full Stack or Back End,Java,1
Experienced Software Engineer Java Python Full Stack or Back End,Python,1
Expert Artificial Intelligence/Machine Learning Engineer,Artificial Intelligence,3
Expert Artificial Intelligence/Machine Learning Engineer,Machine Learning,3
Expert Rater - English,Excel,1
Expert Software Engineer (Java),Java,1
FP&A Enabler,Excel,1
FULL STACK DATA SCIENCE ARCHITECT,Artificial Intelligence,1
FULL STACK DEVELOPER (REACT + PYTHON),Python,1
FULL STACK DEVELOPER-Python (Django / Django REST Framework,Python,1
Facet Full stack Developer,SQL,1
"Faculty - Python, Data Analytics & AI Automation",Python,1
Faculty Robotics and Artificial Intelligence Division,Artificial Intelligence,1
